Marketing Name,Product Code,Code,Product Type,Color Description,First Offer Date,Primary,Secondary,Accent,Match to Garment,Light Tonal,Dark Tonal,Neutral,Green,Match to Swoosh,Notes,Secondary Palette Title,Primary2,Secondary2,Accent2,Match to Garment2,Light Tonal2,Dark Tonal2,Neutral2,Green2,Match to Swoosh2,@Front Image,@Back Image
GREENS SLEEVELESS TOP 2.0,831451-010,10,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",BLACK/(METALLIC SILVER),1/1/17,2297R,1219S,1220S,2296R,1219S,1220S,1062M,1250M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831451-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831451-010-LASBH001.PNG
GREENS SLEEVELESS TOP 2.0,831451-100,100,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",WHITE/(METALLIC SILVER),1/1/17,1011M,2296R,1118M,2297R,1086M,1118M,1060M,1079M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831451-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831451-100-LASBH001.PNG
GREENS SLEEVELESS TOP 2.0,831451-452,452,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",PARAMOUNT BLUE/(M SILV),3/1/17,1011M,2296R,2297R,2385R,1266M,1197S,1128M,2323R,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831451-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831451-452-LASBH001.PNG
GREENS SLEEVELESS TOP 2.0,831451-852,852,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",MAX ORANGE/(METALLIC SILVER),1/1/17,1011M,2296R,2297R,2420R,1077M,1039M,1128M,1079M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831451-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831451-852-LASBH001.PNG
NIKE GOLF UV CROP BASELAYER,838759-010,,"T248 LC,RC, LS, RS, BY, BRS",BLACK/METALLIC SILVER,,2297R,1011S,1220S,2296R,1219S,1220S,1062M,1250M,1011S,"SMALL LOGOS AT CHEST ONLY (2""W&H MAX)- PREFERRED CRESTING LOCATION IS CB; SWOOSH AT SLEEVE OPENING",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\838759-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\838759-010-LASBH001.PNG
NIKE GOLF UV CROP BASELAYER,838759-100,,"T248 LC,RC, LS, RS, BY, BRS",WHITE/METALLIC SILVER,,1011S,2296R,1086M,2297R,1086M,1118M,1060M,1079M,1011S,"SMALL LOGOS AT CHEST ONLY (2""W&H MAX)- PREFERRED CRESTING LOCATION IS CB; SWOOSH AT SLEEVE OPENING",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\838759-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\838759-100-LASBH001.PNG
NIKE GOLF WOVEN ROMPER,831456-010,10,"T187S RC, BY, LLH, LRH, BRS, LCL, RCL, IAP",BLACK/(FLT SILVER),3/1/17,2297R,1219S,1220S,2296R,1219S,1220S,1062M,1250M,1011S,"ROMPER; ZIPPER DOWN CF, ELASTIC AROUND WAIST",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831456-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831456-010-LASBH001.PNG
PRECISION KNIT SKORT 2.0,831458-010,10,"B37 BRL, BRP, BLP, ABLP",BLACK/(METALLIC SILVER),1/1/17,1011M,2297R,1220S,2296R,1219S,1220S,1062M,1250M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-010-LASBH001.PNG
PRECISION KNIT SKORT 2.0,831458-012,12,"B37 BRL, BRP, BLP, ABLP",WOLF GREY/(METALLIC SILVER),1/1/17,2297R,2296R,1011M,1212M,1151M,1041M,2571R,1279M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-012-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-012-LASBH001.PNG
PRECISION KNIT SKORT 2.0,831458-100,100,"B37 BRL, BRP, BLP, ABLP",WHITE/(METALLIC SILVER),1/1/17,1011M,2296R,1118M,2297R,1086M,1118M,1060M,1079M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-100-LASBH001.PNG
PRECISION KNIT SKORT 2.0,831458-432,432,"B37 BRL, BRP, BLP, ABLP",VIVID SKY/(METALLIC SILVER),5/1/17,1011M,2296R,2297R,1289M,1092M,1096M,1138M,1079M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-432-LASBH001.PNG
PRECISION KNIT SKORT 2.0,831458-452,452,"B37 BRL, BRP, BLP, ABLP",PARAMOUNT BLUE/(M SILV),3/1/17,1011M,2296R,2297R,2385R,1266M,1197S,1128M,2323R,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-452-LASBH001.PNG
PRECISION KNIT SKORT 2.0,831458-607,607,"B37 BRL, BRP, BLP, ABLP",SPORT FUCHSIA/(M SILV),5/1/17,1011M,2296R,2297R,1183M,2500R,2376R,1084M,1250M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-607-LASBH001.PNG
PRECISION KNIT SKORT 2.0,831458-676,676,"B37 BRL, BRP, BLP, ABLP",LAVA GLOW/(METALLIC SILVER),1/1/17,1011M,2296R,2297R,1107M,1016M,1184M,1084M,1079M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-676-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-676-LASBH001.PNG
PRECISION KNIT SKORT 2.0,831458-852,852,"B37 BRL, BRP, BLP, ABLP",MAX ORANGE/(METALLIC SILVER),1/1/17,1011M,2296R,2297R,2420R,1077M,1039M,1128M,1079M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-852-LASBH001.PNG
PRECISION KNIT SKORT 2.0,831458-856,856,"B37 BRL, BRP, BLP, ABLP",BRIGHT MANDARIN/(M SILV),5/1/17,1011M,2296R,1021M,2330R,2256R,1021M,1138M,1369M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-856-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831458-856-LASBH001.PNG
PRECISION KNIT PRINT SKORT 2.0,831460-012,12,"B37 BRL, BRP, BLP, ABLP",WOLF GREY/WHITE/(M SILV),1/1/17,2296R,1011M,1041M,2297R,1151M,1041M,2571R,1279M,1011M,MULTI DIRECTIONAL STRIPED FABRICS; STRIPES MATCH WHITE & 1041M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831460-012-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831460-012-LASBH001.PNG
PRECISION KNIT PRINT SKORT 2.0,831460-100,100,"B37 BRL, BRP, BLP, ABLP",WHITE/BLACK/(METALLIC SILVER),1/1/17,1011M,1220S,1086M,2297R,1086M,1118M,1060M,1079M,1011M,MULTI DIRECTIONAL STRIPED FABRICS; STRIPES MATCH WHITE & BLACK,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831460-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831460-100-LASBH001.PNG
PRECISION KNIT PRINT SKORT 2.0,831460-452,452,"B37 BRL, BRP, BLP, ABLP",PARAMOUNT BLUE/BLACK/(M SILV),3/1/17,1011M,2297R,1266M,2297R,1266M,1197S,1128M,2323R,1011M,MULTI DIRECTIONAL STRIPED FABRICS; STRIPES MATCH 2437R & BLACK,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831460-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831460-452-LASBH001.PNG
PRECISION KNIT PRINT SKORT 2.0,831460-617,617,"B37 BRL, BRP, BLP, ABLP",RACER PINK/WHITE/(M SILV),5/1/17,1011M,2296R,2432R,2297R,2246R,2432R,1084M,1079M,1011M,MULTI DIRECTIONAL STRIPED FABRICS; STRIPES MATCH 2385R & BLACK; WHITE & 1907M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831460-617-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831460-617-LASBH001.PNG
WOVEN INNOVATION LINKS SKT,831463-010,10,"B37 BRL, BRP, BLP, ABLP",BLACK/WHITE/(FLT SILVER),1/1/17,2297R,1219S,1220S,2296R,1219S,1220S,1062M,1250M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831463-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831463-010-LASBH001.PNG
WOVEN INNOVATION LINKS SKT,831463-100,100,"B37 BRL, BRP, BLP, ABLP",WHITE/BLACK/(FLT SILVER),1/1/17,2296R,1011M,1086M,2297R,1086M,1118M,1060M,1079M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831463-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831463-100-LASBH001.PNG
WOVEN INNOVATION LINKS SKT,831463-607,607,"B37 BRL, BRP, BLP, ABLP",SPORT FUCHSIA/WHITE/(FLSLVR),5/1/17,2297R,1011M,2296R,1183M,2500R,2376R,1084M,1250M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831463-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831463-607-LASBH001.PNG
WOVEN INNOVATION LINKS SKT,831463-852,852,"B37 BRL, BRP, BLP, ABLP",MAX ORANGE/WHITE/(FLT SILVER),1/1/17,2297R,1011M,2296R,2420R,1077M,1039M,1128M,1079M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831463-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831463-852-LASBH001.PNG
NK ZNL CL DRI FIT KNIT POLO,831468-010,10,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",BLACK/DARK GREY/(FLT SILVER),1/1/17,2297R,0919C,1220S,2296R,1219S,1220S,1062M,1250M,0919C,SOLID COLOR FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831468-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831468-010-LASBH001.PNG
NK ZNL CL DRI FIT KNIT POLO,831468-387,387,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",PALM GREEN/CGOKHK/(FLT SILVER),1/1/17,2297R,2296R,0919C,0552C,1099M,2601R,1128M,1048M,0919C,SOLID COLOR FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831468-387-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831468-387-LASBH001.PNG
NK ZNL CL DRI FIT KNIT POLO,831468-512,512,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/MEDBLU/(FLT SILVER),3/1/17,2297R,2296R,0919C,2385R,1266M,1197S,1128M,2323R,0919C,SOLID COLOR FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831468-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831468-512-LASBH001.PNG
NK ZNL CL DRI FIT KNIT POLO,831468-852,852,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",MAX ORANGE/GYMRED/(FLT SILVER),1/1/17,2297R,2296R,0919C,2420R,1077M,1039M,1128M,1079M,0919C,SOLID COLOR FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831468-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831468-852-LASBH001.PNG
NK ZNL CL SWING KNIT POLO,831472-012,12,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",WOLF GREY/WHITE/(BLACK),5/1/17,2296R,2297R,1041M,1212M,1151M,1041M,2571R,1279M,2296R,SOLID COLOR FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831472-012-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831472-012-LASBH001.PNG
NK ZNL CL SWING KNIT POLO,831472-512,512,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/MEDBLU/(FLT SILVER),5/1/17,2297R,2296R,0919C,2385R,1266M,1197S,1128M,2323R,0902C,SOLID COLOR FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831472-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831472-512-LASBH001.PNG
NK ZNL CL SWING KNIT POLO,831472-607,607,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",SPORT FUCHSIA/VVDPNK/(FLSLVR),5/1/17,2297R,2296R,0902C,1183M,2500R,2376R,1084M,1250M,0902C,SOLID COLOR FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831472-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831472-607-LASBH001.PNG
NK ZNL CL SWING KNIT POLO,831472-891,891,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",TEAM ORANGE/BRTMAN/(FLSLVR),5/1/17,2297R,2296R,0902C,1379M,1152M,2334R,1338M,2229R,0902C,SOLID COLOR FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831472-891-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831472-891-LASBH001.PNG
NIKE GOLF AERO REACT POLO,831476-010,10,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",BLACK/BLK H/(FLT SILVER),1/1/17,2297R,1219S,1220S,2296R,1219S,1220S,1062M,1250M,1011S,MINI TONAL STRIPES OF BLACK & 1220S IN FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831476-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831476-010-LASBH001.PNG
NIKE GOLF AERO REACT POLO,831476-452,452,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",PARAMOUNT BLUE/BLACK/(FLSLVR),3/1/17,2297R,2296R,1011M,2210R,2614R,2603R,1062M,1250M,1011S,MINI STRIPES OF 2210R & BLACK IN FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831476-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831476-452-LASBH001.PNG
NIKE GOLF AERO REACT POLO,831476-852,852,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",MAX ORANGE/BLACK/(FLT SILVER),1/1/17,2297R,2296R,1011M,2472R,1077M,1181M,1128M,1079M,1011S,MINI STRIPES 2472R & BLACK IN FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831476-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831476-852-LASBH001.PNG
NIKE GOLF AERO REACT POLO,831476-100,,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",WHITE/PURE PLATINUM/(FLT SILVER),,1011S,2296R,1086M,2297R,1086M,1118M,1060M,1079M,1011S,MINI TONAL STRIPES IN FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831476-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831476-100-LASBH001.PNG
NK ZNL CL DRI FIT KNIT RCBK,831478-010,10,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",BLACK/DARK GREY/(FLT SILVER),1/1/17,2297R,0919C,1220S,2296R,1219S,1220S,1062M,1250M,0919C,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831478-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831478-010-LASBH001.PNG
NK ZNL CL DRI FIT KNIT RCBK,831478-512,512,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",DEEP NIGHT/MEDBLU/(FLT SILVER),3/1/17,2297R,2296R,0919C,2385R,1266M,1197S,1128M,2323R,0919C,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831478-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831478-512-LASBH001.PNG
NK ZNL CL DRI FIT KNIT RCBK,831478-852,852,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",MAX ORANGE/GYMRED/(FLT SILVER),1/1/17,2297R,2296R,0919C,2420R,1077M,1039M,1128M,1079M,0919C,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831478-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831478-852-LASBH001.PNG
NK ZNL CL SWING KNT POLO RCBK,831480-012,12,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",WOLF GREY/WHITE/(BLACK),5/1/17,2296R,2297R,1041M,1212M,1151M,1041M,2571R,1279M,0902C,SOLID COLOR FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831480-012-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831480-012-LASBH001.PNG
NK ZNL CL SWING KNT POLO RCBK,831480-512,512,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",DEEP NIGHT/MEDBLU/(FLT SILVER),5/1/17,2297R,2296R,0902C,2385R,1266M,1197S,1128M,2323R,0902C,SOLID COLOR FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831480-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831480-512-LASBH001.PNG
NK ZNL CL SWING KNT POLO RCBK,831480-607,607,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",SPORT FUCHSIA/VVDPNK/(FLSLVR),5/1/17,2297R,2296R,0902C,1183M,2500R,2376R,1084M,1250M,0902C,SOLID COLOR FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831480-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831480-607-LASBH001.PNG
NK ZNL CL SWING KNT POLO RCBK,831480-891,891,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",TEAM ORANGE/BRTMAN/(FLSLVR),5/1/17,2297R,2296R,0902C,1379M,1152M,2334R,1338M,2229R,0902C,SOLID COLOR FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831480-891-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831480-891-LASBH001.PNG
ZONAL COOLING SWING KNIT SKORT,831484-012,12,"B37 BRL, BRP, BLP, ABLP",WOLF GREY/WHITE/(BLACK),5/1/17,2296R,2297R,1012M,1219S,1012M,1220S,2571R,1279M,2296R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831484-012-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831484-012-LASBH001.PNG
ZONAL COOLING SWING KNIT SKORT,831484-512,512,"B37 BRL, BRP, BLP, ABLP",DEEP NIGHT/MEDBLU/(FLT SILVER),5/1/17,2297R,1011M,1197S,2438R,1075M,1197S,1128M,2323R,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831484-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831484-512-LASBH001.PNG
ZONAL COOLING SWING KNIT SKORT,831484-607,607,"B37 BRL, BRP, BLP, ABLP",SPORT FUCHSIA/VVDPNK/(FLSLVR),5/1/17,2297R,1011M,2590R,2497R,2590R,2376R,1084M,1250M,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831484-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831484-607-LASBH001.PNG
ZONAL COOLING SWING KNIT SKORT,831484-891,891,"B37 BRL, BRP, BLP, ABLP",TEAM ORANGE/BRTMAN/(FLSLVR),5/1/17,2297R,1011M,2334R,1379M,1152M,2334R,1338M,2229R,1011M,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831484-891-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831484-891-LASBH001.PNG
NIKE SUN PROTECT CAP 2.0,832687-010,10,"C12 LP, RP",BLACK/WOLF GREY/ANTHRA/(WHITE),1/1/17,2297R,1219S,1220S,2296R,1219S,1220S,1062M,1250M,2297R,"SIDE PANELS ONLY MAX 1.75""H BY 3""W; PERFORATED SIDE PANELS",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832687-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832687-010-LASBH001.PNG
NIKE SUN PROTECT CAP 2.0,832687-063,63,"C12 LP, RP",D GR H/WLFGRY/ANTHRA/(WHITE),1/1/17,2297R,2296R,1011M,1041M,1011M,1164M,2571R,1279M,2297R,"SIDE PANELS ONLY MAX 1.75""H BY 3""W; PERFORATED SIDE PANELS",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832687-063-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832687-063-LASBH001.PNG
NIKE SUN PROTECT CAP 2.0,832687-100,100,"C12 LP, RP",WHITE/WOLF GREY/ANTHRA/(BLACK),1/1/17,2296R,1118M,1086M,2297R,1086M,1118M,1060M,1079M,2296R,"SIDE PANELS ONLY MAX 1.75""H BY 3""W; PERFORATED SIDE PANELS",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832687-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832687-100-LASBH001.PNG
NIKE GOLF CLASSIC99 CUSTOM CAP,832688-010,10,"C14 FC, LP, RP",BLACK/WHITE/ANTHRACITE/(WHITE),1/1/17,2297R,1219S,1220S,2296R,1219S,1220S,1062M,1250M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-010-LASBH001.PNG
NIKE GOLF CLASSIC99 CUSTOM CAP,832688-021,21,"C14 FC, LP, RP",DARK GREY/WHITE/ANTHRA/(WHITE),1/1/17,2297R,2296R,1041M,0943C,1041M,2296R,1062M,1250M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-021-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-021-LASBH001.PNG
NIKE GOLF CLASSIC99 CUSTOM CAP,832688-100,100,"C14 FC, LP, RP",WHITE/BLACK/ANTHRACITE/(BLACK),1/1/17,2296R,1118M,1086M,2297R,1086M,1118M,1060M,1079M,2296R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-100-LASBH001.PNG
NIKE GOLF CLASSIC99 CUSTOM CAP,832688-300,300,"C14 FC, LP, RP",ELTRGR/WHITE/ANTHRA/(WHITE),5/1/17,2297R,2296R,1079S,2312R,1302M,1079S,1138M,2595R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-300-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-300-LASBH001.PNG
NIKE GOLF CLASSIC99 CUSTOM CAP,832688-387,387,"C14 FC, LP, RP",PALM G/BLACK/ANTHRA/(BLACK),1/1/17,2296R,2297R,1099M,0552C,1099M,2601R,1128M,1048M,2296R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-387-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-387-LASBH001.PNG
NIKE GOLF CLASSIC99 CUSTOM CAP,832688-410,410,"C14 FC, LP, RP",MNNAVY/WHITE/ANTHRA/(WHITE),1/1/17,2297R,2296R,2303R,1368M,2303R,2215R,1062M,1247M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-410-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-410-LASBH001.PNG
NIKE GOLF CLASSIC99 CUSTOM CAP,832688-432,432,"C14 FC, LP, RP",VIVID SKY/WHITE/ANTHRA/(WHITE),5/1/17,2297R,2296R,1096M,1289M,1092M,1096M,1138M,1079M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-432-LASBH001.PNG
NIKE GOLF CLASSIC99 CUSTOM CAP,832688-607,607,"C14 FC, LP, RP",SPRTFS/WHITE/ANTHRA/(WHITE),5/1/17,2297R,2296R,2500R,1183M,2500R,2376R,1084M,1250M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-607-LASBH001.PNG
NIKE GOLF CLASSIC99 CUSTOM CAP,832688-512,852,"C14 FC, LP, RP",DEEP NIGHT/DEEP NIGHT/ANTHRA/(WHITE),1/1/17,2297R,2296R,1266M,2439R,1266M,1044M,1128M,2323R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-512-LASBH001.PNG
NIKE GOLF CLASSIC99 CUSTOM CAP,832688-852,,"C14 FC, LP, RP",MAX ORANGE/MAX ORANGE/ANTHRACITE/(BLACK),,2296R,2297R,1077M,2420R,1077M,1039M,1128M,1079M,2296R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832688-852-LASBH001.PNG
NIKE GOLF CLASSIC99 WASHED CAP,832690-021,21,"C12 LP, RP",DARK GREY/(WHITE),1/1/17,2297R,2296R,1041M,0943C,1041M,2296R,1062M,1250M,2297R,"""SWOOSH COLOR""=TEXT ON FRONT AS THERE IS NOT A SWOOSH ON THE CAP",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\832690-021-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\832690-021-LASBH001.PNG
